講義コード,講義名,講義名（英語）,科目種別コード,科目コード,科目名,分野系列コード,分野系列名,単位数,講義期間コード,講義期間,履修年度,開講所属コード,開講所属
25532133,情報科学Ⅰ,Information ScienceⅠ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25532134,情報科学Ⅱ,Information ScienceⅡ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532141,社会と健康,Human Population and Health,,,,015800,高年次基幹教育科目,2,10,前期,2025,001,基幹教育科目
25532142,International and Multicultural Education in Japan,International and Multicultural Education in Japan,,,,015720,オープン科目,2,10,前期,2025,001,基幹教育科目
25532144,専門英語,Expert English,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532145,専門英語（Ⅰ）,Expert English,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532146,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532147,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532148,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532149,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532150,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532151,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532152,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532153,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532154,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532155,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532156,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532157,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532158,専門英語,Expert English,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532159,ドイツ語ⅠA,GermanⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532160,ドイツ語ⅠB,GermanⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532161,フランス語ⅠA,French ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532162,フランス語ⅠB,French ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532163,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532164,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532165,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532166,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532167,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532168,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532169,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532170,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532171,スペイン語ⅠB,Spanish ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532172,スペイン語ⅠA,Spanish ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532180,身体運動科学実習ⅢA,Practice of Exercise and Sport Science ⅢＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25532181,身体運動科学実習ⅣA,Practice of Exercise and Sport Science ⅣＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25532182,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532183,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532184,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532185,身体運動科学実習ⅡＡ,Practice of Exercise and Sport Science ⅡＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25532201,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25532202,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25532203,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25532215,数理統計学,Mathematical Statistics,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532216,入門線形代数Ⅰ,Introduction to Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25532217,入門線形代数Ⅱ,Introduction to Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532218,微分積分学Ⅰ,Calculus Ⅰ,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532219,現代物理学基礎,Elements of modern physics,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532220,集団生物学,Basic Population Biology,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532221,宇宙科学概論,Cosmic Science,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532222,空間表現実習Ⅰ,General Principles of Technical Drawings I,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25532223,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532224,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532225,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532226,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532227,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532228,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25532229,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25532241,インフォームドコンセント,Informed consent,,,,015800,高年次基幹教育科目,1,14,夏学期,2025,001,基幹教育科目
25532242,漢方医薬学,Kampo Medicine,,,,015800,高年次基幹教育科目,1,13,春学期,2025,001,基幹教育科目
25532243,Modern History of Japan Ⅱ,Modern History of Japan Ⅱ,,,,015720,オープン科目,2,10,前期,2025,001,基幹教育科目
25532244,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532245,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532246,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532247,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532248,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532249,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532250,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532251,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532252,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532253,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532254,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532255,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532256,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532257,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532258,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532259,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532260,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25532261,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25532262,ドイツ語ⅠA,GermanⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532263,ドイツ語ⅠB,GermanⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532264,フランス語ⅠA,French ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532265,フランス語ⅠB,French ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532266,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532267,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532268,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532269,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532270,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532271,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532272,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532273,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532274,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532275,スペイン語ⅠB,Spanish ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532276,スペイン語ⅠA,Spanish ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25532280,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532281,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532282,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532283,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25532284,Introduction to International Finance,Introduction to International Finance,,,,015720,オープン科目,2,10,前期,2025,001,基幹教育科目
25532301,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25532302,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25532303,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25532304,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25532305,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25532306,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
